title,wine_type,variety,flavor_categories_taste_notes,points,description,price,winery,country,province,region
Yao Ming 2009 Family Reserve Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"medium bodied, balanced",97,"The former basketball star's initial release immediately establishes itself among the elite Cabernets of Napa Valley. Made from mountain vineyards on Atlas Peak and benches in the Rutherford appellation, it combines intensity with elegance. Bursts with upfront, delicious blackberry, crème de cassis and dark chocolate flavors that are wildly sweet on the midpalate, but then finish thoroughly dry. Structure comes by way of a tangy minerality and finely laced tannins. This is one of those wines that is softly decadent from start to finish, although it's probably not one to hold much beyond six years.",625,Yao Ming,US,California,Napa Valley
De Loach 2009 Pennacchio Vineyard Pinot Noir (Russian River Valley),Red,Pinot Noir,"medium bodied, balanced",96,"With the 2009 vintage, De Loach is at the top of its Pinot Noir game, and this one, from a chilly vineyard south of Sebastopol, is among its best ever. The crisp acidity, like a squirt of lime, that accompanies the raspberry, cherry and persimmon fruit is bracing. Meanwhile, a mushroomy earthiness gives complex layers that don't stop. It should age through the next decade.",45,De Loach,US,California,Russian River Valley
Venge 2009 Family Reserve Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"medium bodied, balanced",96,"A massive wine, decadent and splendid, and a worthy followup to the near-perfect 2008. Densely packed in fruit, it explodes in blackberries, cassis, dark chocolate, minerals and sweet, toasty new oak. That richness is lifted to brilliance by the tannic structure, which is world class. So deliciously approachable, it's drinkable now, but it should develop over the next 6–8 years. Beyond that, all bets are off, because this modern style of soft, relatively high-alcohol wines has yet to prove itself over the long haul.",135,Venge,US,California,Napa Valley
St. Supéry 2008 Cabernet Sauvignon (Rutherford),Red,Cabernet Sauvignon,"full bodied, robust",95,"This rich wine is a great success. It's enormously rich, almost flamboyant in blackberry jam, blueberry cobbler, anise and smoky new oak, as delicious as any Cabernet out there. Yet it shows a fine structure and relatively modest alcohol, a feature of the 2008 vintage. Good as it is now, you can safely cellar it for the rest of this decade and watch it evolve.",85,St. Supéry,US,California,Rutherford
Yao Ming 2009 Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"full bodied, robust",95,"A lovely Cabernet, richly attractive and deeply flavored in blackberries, blueberries and black currants. Made from vineyards scattered across Napa Valley, the wine has been blended with a splash of Merlot, Cabernet Franc and Petit Verdot. It shows a dramatic structure marked particularly by firm, smooth tannins, and it finishes dry. Shows the stuffing to age for 10-plus years, but it's polished enough to drink now, after decanting.",170,Yao Ming,US,California,Napa Valley
Giacomo Fenocchio 2013 Castellero  (Barolo),Red,Nebbiolo,"full bodied, robust",95,"Woodland berry, new leather, dark baking spice and rose aromas are front and center on this radiant red. It's well structured and loaded with finesse, delivering morello cherry, wild strawberry, clove and star anise framed in firm refined tannins and vibrant acidity. Young and balanced, it will be even better with more bottle age. Drink 2023–2043.",55,Giacomo Fenocchio,Italy,Piedmont,Barolo
Renato Ratti 2013 Marcenasco  (Barolo),Red,Nebbiolo,"medium bodied, balanced",95,"Wild berry, crushed herb, violet and baking spice scents lift out of the glass along with a whiff of menthol. Focused and elegantly structured, the delicious palate doles out ripe Marasca cherry, raspberry compote, cinnamon, sage and white pepper, while refined tannins and bright acidity provide supple support and impeccable balance. Drink 2023–2033.",50,Renato Ratti,Italy,Piedmont,Barolo
Aldo Conterno 2013 Bussia Colonnello  (Barolo),Red,Nebbiolo,"light, fruity",95,"Menthol, pressed rose, iris, woodland berry, chopped mint and a whiff of oak-driven spice take center stage. It's still tight, with youthfully assertive refined tannins but it also boasts layers of red cherry, raspberry compote, cranberry, licorice and vanilla alongside bright acidity. Thanks to its age-worthy structure, you'll need patience for this one. Drink 2028–2048.",150,Aldo Conterno,Italy,Piedmont,Barolo
Koehler 2014 Mourvèdre (Santa Ynez Valley),Red,Mourvèdre,other,95,"This is a complex and layered Mourvèdre. Fragrances of rose petals, cinnamon, mace, blackberry and black cherry prove almost overpowering, yet delicious. The palate puts black plum and black cherry together with star anise, clove and an array of baking spice. There's a lot going on, but it's harmonious and balanced.",30,Koehler,US,California,Santa Ynez Valley
Grassini 2014 Merlot (Happy Canyon of Santa Barbara),Red,Merlot,"medium bodied, balanced",95,"Tremendously delicious, this bottling combines hedonistic flair with elegant depth, satisfying both carnal and intellectual desires. Waves of hot cherry pie with vanilla ice cream and cola spice show on the nose, but the sip grows more dry and refined. Black cherry is enhanced with crushed nutmeg, black pepper and a pinch of dill, balanced via underlying acidity and a leathery tannic frame.",95,Grassini,US,California,Happy Canyon of Santa Barbara
Massolino 2013 Serralunga d'Alba  (Barolo),Red,Nebbiolo,"light, fruity",95,"Beguiling scents of fragrant berry, rose petal, baking spice, new leather and aromatic herbs swirl around in the glass. The vibrant palate is loaded with finesse, doling out morello cherry, crushed raspberry, cinnamon and star anise, while polished tannins and bright acidity provide impeccable balance. It's just gorgeous and while it's already accessible, it also shows midterm aging potential.",52,Massolino,Italy,Piedmont,Barolo
Paolo Scavino 2013 Cannubi  (Barolo),Red,Nebbiolo,"light, fruity",95,"Intensely fragrant, this beautiful, vibrant wine offers enticing scents of iris, violet, rose and perfumed wild berry. It's elegantly structured and loaded with finesse, offering cherry, strawberry, crushed herb, coffee and white pepper alongside taut refined tannins. It's impeccably balanced, with bright acidity. Give it time to fully unwind and develop even more complexity.",90,Paolo Scavino,Italy,Piedmont,Barolo
Renwood 2014 Grand Wren Zinfandel (Amador County),Red,Zinfandel,"light, fruity",95,"Almost as big as a Port, but not sweet, this densely concentrated but surprisingly gentle wine offers opulent, ripe and almost jammy berry flavors that coat the palate and cling to the sides of the mouth long after each sip. It's technically dry, but so rich with blackberry and cassis flavors that it seems sweet from the first aroma to the lingering finish. It will be best after 2024.",100,Renwood,US,California,Amador County
Justin 2014 Reserve Cabernet Sauvignon (Paso Robles),Red,Cabernet Sauvignon,"full bodied, robust",95,"Lush aromas of cinnamon, black and red cherry, vanilla and toasted brioche show on this unabashedly potent and downright delicious bottling by the region's pioneering winery. Soft tannins joyously present rounded red-fruit and vanilla-cake flavors, with rich accents of cherry compote and chocolate chip cookie that are cut by streaks of bitterness and tartness. It's a voluptuous, attention-grabbing wine.",55,Justin,US,California,Paso Robles
Freeman 2014 Gloria Estate Pinot Noir (Russian River Valley),Red,Pinot Noir,"light, fruity",95,"It's difficult to match the pure, expressive fruit and focus of this medium- to full-bodied, concentrated and complex wine. Substantial, enticing aromas of red and black cherry with a touch of butter lead to cherry, rhubarb, forest floor and mint notes on the palate. The mouthfeel is full but lively, and the finish lingers nicely. Best after 2022.",62,Freeman,US,California,Russian River Valley
Mascarello Giuseppe e Figlio 2012 Monprivato  (Barolo),Red,Nebbiolo,"medium bodied, balanced",95,"Intensely fragrant, this offers enticing scents of woodland berry, violet, rose, aromatic herb and new leather. Elegantly structured, the linear palate is all about finesse, delivering red cherry, pomegranate, white pepper and licorice framed in firm refined tannins. Drink 2022–2032.",163,Mascarello Giuseppe e Figlio,Italy,Piedmont,Barolo
Mauro Veglio 2013 Rocche dell'Annunziata  (Barolo),Red,Nebbiolo,"full bodied, robust",95,"Aromas of exotic spice, wild berry, blue flower and French oak meld together on this luminous delicious red. The bright structured palate delivers succulent cherry, crushed raspberry, licorice and vanilla alongside polished elegant tannins that give it an irresistibly smooth texture. Bright acidity lends balanced. Drink 2019–2033.",75,Mauro Veglio,Italy,Piedmont,Barolo
Mirror 2013 Cabernet Sauvignon (Howell Mountain),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"This is a gentle giant of a wine, so packed with flavor and drenched with ripe tannins that it literally coats the palate. Clove, cedar and blackberry fill the aroma, while dark chocolate, spiced cherries and blackberries flood the flavors. While full bodied and richly tannic, it maintains fabulous balance, and is destined for a long life in the cellar. Best from 2024–2035.",105,Mirror,US,California,Howell Mountain
Mirror 2013 Cabernet Sauvignon (Oak Knoll District),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"This is a big, gutsy, but far from overpowering wine that's nearly opaque in color. Packed with dark chocolate and violet aromas, it pours out black cherry and blackberry flavors from a deep well. Well-integrated tannins give good grip on the palate and perfectly support the ripeness and richness of the fruit. It will be best after 2023.",105,Mirror,US,California,Oak Knoll District
Renato Ratti 2013 Rocche dell'Annunziata  (Barolo),Red,Nebbiolo,"full bodied, robust",95,"Aromas of exotic spice, rose, red berry, tobacco and a whiff of French oak mingle together in the glass. The aromas carry over to the elegant, firmly structured palate, along with strawberry, morello cherry and licorice. Firm, fine-grained tannins provide refined support, while a coffee note wraps up the lingering finish. Give this a few more years to unwind and fully develop; drink 2023–2038.",100,Renato Ratti,Italy,Piedmont,Barolo
Ken Brown 2013 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Red,Pinot Noir,"full bodied, robust",95,"An abundance of chaparral spice adds intrigue to the nose of this bottling by veteran Ken Brown. Dried sage and a eucalyptus-like menthol character decorate the red currant and raspberry core. Pine needles play prominently on the palate, giving depth to the cranberry, pomegranate and white-pepper flavors. It offers tons of flair, but also elegance.",60,Ken Brown,US,California,Sta. Rita Hills
Au Bon Climat 2013 Isabelle Pinot Noir (California),Red,Pinot Noir,"light, fruity",95,"Beautiful aromas of ripe red cherry and cherry blossoms mix with rose-laced potpourri, dust, cola and vanilla on the nose of this best-barrel bottling by Jim Clendenen, named after his daughter. Bright and zesty acidity grabs the palate's immediate attention, making the mouth water as flavors of tart cherry, rust, marinated olive and fig come forth, finishing in a very earthy way.",50,Au Bon Climat,US,California,California
Easton 2014 Old Vine Rinaldi Vineyard Zinfandel (Fiddletown),Red,Zinfandel,"light, fruity",95,"A gorgeous aroma like roses and blackberries meets richly concentrated and ripe black-fruit flavors in this full-bodied, luxuriously textured wine. While extremely ripe and bold, the wine is also smooth and voluptuous, balanced out by silky tannins that keep the mouthfeel lively and fresh sip after sip.",30,Easton,US,California,Fiddletown
Domaine Jacques Prieur 2014  Chambertin,Red,Pinot Noir,"medium bodied, balanced",95,"Vines planted in the 1960s give this wine its great concentration. With its powerful fruits and dense tannins, it is well structured, with the hallmark bright fruits of the vintage along with acidity. The tannins are very present at the moment, and the wine will need long aging. Drink from 2024.",602,Domaine Jacques Prieur,France,Burgundy,Chambertin
